label,text
1.0,"RT @DaTbOySmOkEyy: Shawty said you not gone understand america unless you went to a PWI school, crackers already brainwashed her smh lol"
0.0,RT @Dalilaaaaaa__: Flappy birds cheat codes http://t.co/nu6GjYQDJJ
1.0,&#8220;@FREDOSANTANA300: Up making plays&#8221; can I have my slut bitch girlfriend u always rap about back yet?
0.0,Slack jawed yokel husband http://t.co/VE1PWFrz9t
0.0,Sebastian is high on cat nip rn
1.0,I'm just upset they got faggots on this show
0.0,"@Boazziz He promised to stand with the muzzies, so..."
1.0,I love all people for who they are but there's this one fag that goes to my school that can catch a ninja star to the face ASAP
1.0,I really just want to kill some towel head terrorists already &#128530; can high school be over now please?
1.0,&#8220;@BarryClerjuste: I cried like a bitch after my first breakup. Never loved again lol&#8221;
0.0,"I am a Yankee by birth, and lived much of my life in north. I see no diff in level of racism @frendafox @melinwy @NoahCRothman"
0.0,@VoiceofaPatriot Now now&#8230;that bird is one of God's creatures :-)
1.0,"""It's the dykes"" -hunter dyke with a dyke http://t.co/LGtw3AWMeh"
1.0,&#8220;@FukknTyler: @lil_aerii LIGHTSKIN MF LMFAOOO&#8221; ight white bitch lol &#128299;&#128299;
0.0,I love floating monkey heads as much as the next person but Active Surplus' website is just redonkulus. http://www.activesurplus.com/
0.0,Just as trash as the others. Fixed none of my issues. RT @SheSeauxSaditty: Naw. RT @GlitteryGlossy: Anyone download ios 8.0.2 yet?
1.0,"""captain save a hoe"" is the most annoying phrase"
1.0,"@Cyberobama @eReIevant 
plot twist he is a faggot"
1.0,1 more day bitches!!!!
0.0,@NoHazardNoParty @PiBBzYx @piersmorgan @Jim_McLaren I can't wait for the day they take them be a boon for the entire nation
1.0,Fuck u niggas gonna do not a mfka thing oh bitch ass wack ass nigga y'all some fake ass people
0.0,I rather watch the oak cliff redskins and oak cliff comets play hell
1.0,"""@NICKIMINAJ: #WutKinda

r purple. Ceeeleee""man this gurl was jus playin on the ""stupid hoe "" track. But in still shitted on sum gurls"
1.0,"""@StellaTex: Guess what? I also have zero time for your mansplaining! Adios!"" Stfu pussy"
0.0,@kayliefarmer hey now there's no need for foul language you kike
0.0,Whoooooaaa no chill savage &#8220;@CantBeLocal: Here monkey monkey http://t.co/wmZ8s3j6iG&#8221;
0.0,#Iraq gov troops were handed a severe defeat by #ISIS at Saqlawiya -- there's chatter of over 300 soldiers lost &amp; Jihadis raving about it
1.0,"""Niggas always yelling ""Fuck bitches, Get money"" meanwhile they're broke and still want the bitches&#8230;."""
1.0,@GrizzboAdams @wyattnuckels bitch I got plans to fuck tonight I said friday nigga
0.0,@SugarShai2 youtube bear vs monkey bike race!
0.0,R&amp;B is so trash now compared to early 2000's.
1.0,&#8220;@JennerAcosta: Sleep over with guys doesn't mean we gonna fuck. TRUST ME&#8221; you're a bitch for denying them pussy
1.0,"""if she can suck your dick with a dip in, she's not only a keeper but a true redneck woman."" - Kim's Dad."
0.0,RT @AnnTelnaes: Halloween candy corn bird http://t.co/kTNbyuTYKw
0.0,RT @Rajput_Ramesh: Friends a Proud Hindu n ShivSainik brother shri Ramesh Jadhav was murdered by Jihadis plz help trend #RameshJadhav http:&#8230;
1.0,RT @Cougar745III: this girl comes into class with fried chicken and pulls hot sauce out of her purse i mean come on how ghetto &amp; Stereotypi&#8230;
0.0,2 adult human skulls found in trash http://t.co/VcsNP9ejV9
1.0,@Briscoefunnyguy @_KaeeJones da fuck that hoe look sad
1.0,"&#8220;@_PlayaChris: I be laughing when my ex be tryna stunt, bitch you forgot I went with you I know what you got &amp; don't got &#128514;&#128514;&#8221;"
1.0,"""@PoemsPorn: Quote this tweet with your favorite animal.""pussy"
0.0,RT @Sttbs73: I see the crazy #teabaggers have given up on defunding Obamacare and have moved on to using veterans! #1MVetMarch
1.0,"4 stacks for the heels on my bitch feet, car seat still smellin like 10 keys.. Tell the plug that I'm lookin for a increase.."
1.0,5thharmony user followed then unfollowed me what a prude ass hoe
0.0,"Charlie Crist Losing 50,000 Florida Jobs To Raise Minimum Wage Is &#8216;Worth It&#8217; - Conservative Byte http://t.co/y3JYJ2Yf4L via @conservativebyt"
0.0,@fangsbites @the506 Huge Yankee fan....enjoy http://t.co/tKM8l9Ty
1.0,@Eddie_Hayden1 lol yeah bro good choice. But bitches do love foreign whips so it's a personal decision
1.0,"@SoftestMuffin @_tee13 @TorahBlaze will convince u that is a lame, you, a nigger liver believes it cuz you a nigger whore"
0.0,Ding ding ding &#128514;&#128514; &#171;@saudiasade Sagittarius - trash.&#187;
0.0,beanies cumming real soon http://t.co/GlLjaQb6ty
1.0,@DividendMaster obama is a bitch his speech was pure politics for mid terms. Only way we destroy ISIS is with troops on the ground.
1.0,@1Josh_Warwick3 @ashleyypat17 fag
0.0,"@Brelston I realized it's the one on Link's Awakening too, so you killed two birds with one stone. Unless you're getting the Wind Fish too."
1.0,@BreadTruckkBri I know I was playing that hoe start on the 20 tho
0.0,"RT @Sydhinton922: If your boy breaks up with you and has a new girlfriend a couple days later, then there was something you didn't know abo&#8230;"
1.0,&#8220;@BINDLE13: My momma aint raise no hoe&#8221;
0.0,"RT @MLBStatoftheDay: Since 1914, Derek Jeter&#8217;s 91 multi-hit games vs @RedSox are 4th most among @Yankees, behind Gehrig&#8217;s 121, Ruth&#8217;s 99 an&#8230;"
0.0,Serious question here; How many country songs mention honkey tonk(s)?
1.0,"Ain't shit like fucking another nigga bitch and askin her ""who pussy is this"" and she say yours lmao no bitch im stealing this pussy lol"
1.0,"&#8220;@Greg_Jon3s: I hope my future wife, who ever she might be, is sleeping or studying instead if being a hoe right now&#8221; nigga shutcho asss up"
1.0,"RINO trash like @SpeakerBoehner, @KarlRove, @FrankLuntz see conservatives as the Democrat Party see blacks. As their slave property. #tcot"
1.0,@mikecheck_123 the favorite drink of white trash everywhere....
1.0,@Newser big fucking deal...cry baby niggers
1.0,"""@BeenFLYnSolo: ppl talk bad about the ghetto/hood ... but as a kid growing up, a nigga had funnnnnnn !"""
1.0,&#8220;@kingCvpital: &#8220;@GinaSanabria_: &#8220;@kingCvpital: &#8220;@keanabermudez: MEN are the biggest hoes lmao&#8221;&#8221;&#8221;&#8221;
1.0,@Soldier1eaODGrn you are a teabagger scum who wants to threaten people with his penis extender. You are a danger to this country.
1.0,"""@TheOneMiss_Luu: Would you still love me when I'm no longer young and beautiful?"" No. Ugly monkey ass."
0.0,&#8220;@GianneNichole: Lakers really trash.&#8221;&#128686;
1.0,RT @AssholeOfDaYear: Rudy Gay a faggot for not changing his last name once he got money.
1.0,""" got ya bitch tip toeing on my hardwood floors "" &#128514; http://t.co/cOU2WQ5L4q"
1.0,@allsportsbruh you say waste a draft pick on Manziel when we have Mallet. that's why I'm telling you to delete your account. You're retarded
0.0,"@LinzBella 
You date colored men?"
0.0,"RT @Fant4stic63: Can kids say much when their parents pay for everything? RT @Andrea_Michele: If he paying every bill, I can't complain abo&#8230;"
1.0,@CoreyRoyalty_ *hoes
1.0,@MarianCristinax you a fag b
0.0,@Hendrixoxo lemme guess you wore the hilly hicks sweats/leggings &#128514;&#128514;&#127874;&#127856;&#128079;&#127825;
0.0,"""Yaoooooooo @yea_im_JAMAICAN: Mawnin yardies! &#128154;&#128155;&#128536;"""
1.0,@DefineMEee lol tell dat white bitch I said hey
1.0,"' Ima kill that pussy straight murder that shit , and Ima eat it , eat it , eat it &#1043291;&#1040788; And lick it till it slaps . Aye &#1041237;&#1041191; ."
1.0,"&#8220;@RonStackin: i got money , guns , gold , bitches nd stacks nigga fuck this net beef have my shooters get at niggas&#8221; a Bring dat Friday den"
0.0,"#hoosier fans, is cody zeller nominating for this years #NBA draft? #iubb"
1.0,&#8220;@CodeeJames: That one ex you can't seem to get over&lt;&lt;&lt;&#8221; an is a cunt!!
1.0,#bad #ass #local #bitches
0.0,"RT @zachthorpe78: where are all the thinkpieces on why kids call themselves ""trash"" and ""garbage"" these days"
0.0,RT @Shoq: He no doubt copied it from someone else. RT @KilloughCNN: Alert: The mock turtleneck is back. http://t.co/uM7aTH7tHT
0.0,"RT @AliyahKorea: #Whiteculture thinking weave is ""ratchet"" and ""ghetto"" while ""extensions"" are perfectly fine."
1.0,"&#8220;@BasedChasen: Grandmas always b asking you ""Do you have a girlfriend???"" No....I got hoes tf you mean&#8221; real shit."
0.0,Is dare any colored players in hockey?
1.0,&#8220;@GreaterThn: for all the bad bitches out there http://t.co/ESXBexvKEs&#8221;Lets go have some fun&#128536; @ambernicolee05 &#128514;&#128514;&#128514;
0.0,RT @_WORDtotheWISE: I love when the birds are chirping in the morning #patsgonnasubtweet
0.0,RT @kamaalrkhan: Sir @ArvindKejriwal career tho apka waise bhi khatam ho chukka. You have become new Amar Singh so try for publicity #Kejr&#8230;
1.0,&#8220;@najmaaa_ali: Lool I agree RT&#8220;@stopitfive_: the most fucked up show I ever watched was misfits&#8221;&#8221; wen Simone wifed that hoe was the saddest
0.0,RT @77StephanieG77: A portable septic tank. For allllll those pesky feelings.
1.0,@ItsMeKevin10 @josie618 @ThatSlutAdrian @ZaidSaracini @papigabs lmao this nigguh
0.0,"RT @Mr_MshkL: &#1589;&#1608;&#1585;&#1577; &#1604;&#1591;&#1575;&#1574;&#1585; &#1575;&#1604;&#1603;&#1575;&#1585;&#1583;&#1610;&#1606;&#1575;&#1604; &#1575;&#1604;&#1571;&#1581;&#1605;&#1585; &#1575;&#1604;&#1605;&#1605;&#1610;&#1586;&#1548; &#1571;&#1581;&#1583; &#1588;&#1582;&#1589;&#1610;&#1575;&#1578; &#1604;&#1593;&#1576;&#1577; &#1575;&#1604;&#1591;&#1610;&#1608;&#1585; &#1575;&#1604;&#1594;&#1575;&#1590;&#1576;&#1577; angry birds &#1575;&#1604;&#1588;&#1607;&#1610;&#1585;&#1577; !
&#8226; http://t.co/0lowkClb"
1.0,@TweetfrmtheSole it&#8217;s the entire pats bandwagon. They&#8217;re faggots
0.0,"""OVO"" &#8220;@Allthingsfresh3: &amp; kendrick lamar still trash&#8221;"
0.0,Eating brownies and then going to the gym... Idk
1.0,@0hallis0n bitch caught a body about a week ago. Everybody catching bullet holes.
0.0,1-100000 You are a semi-evolved monkey that is desperately searching for validation and meaning in life. BBQd you'd be ok with mango salsa.
0.0,EXPOSED: Jihadi kidnap and murder handbook... and plan to infiltrate British Army and police http://t.co/gkP1vG6Pnw via @wordpressdotcom
0.0,International law enforcement operation disrupts Shylock banking malware - PCWorld: International law enforcem... http://t.co/XEzf7Cj5qT
1.0,"""@fIirting: HE'S DOING IT RIGHT &#128525;&#128120;&#128158; http://t.co/JZKkiVUVjC"" no bitches smh"
1.0,@KILLDion @h_christianne politics isn't twitter coon lol
1.0,Heard that bitch gtta thang for them boss niggas
0.0,You're just trash like sorry
0.0,&#8216;Chillin&#8217; With My Homie Or What&#8217;s Left Of Him&#8217;: British Rapper Turned ISIS Jihadi Poses With Severed Head http://t.co/L9vMdNOXPg #tcot
1.0,Is there a full moon out? #CrazyAssholes out in full force and I'm not talking about muzzies or liberals&#8252;&#65039; And I'm in the mood to oblige.
1.0,@bonnoxxx nah she said you a fag
0.0,"RT @AtlasSmugged: women only play casual game like Kim K game &amp; anger bird. They don't play real games, like Male Power Fantasy 2 or Jingoi&#8230;"
0.0,RT @duttyOGshake: for real this game is pub trash let's do drugs and get smashed
0.0,@HalleyBrenks3 interesting #hick
0.0,The republican teabaggers hate this but screw em. http://t.co/6iutHYvhQm
1.0,&#128073; RT @Pr3ttyN33: Don't like me ??? Have a &#128186;with the rest of the bitches waiting for me to give a fuck &#128540;&#128129;
0.0,RT @Blessedyaszay: #IWantToPunchPeopleWho mock God
1.0,"""@IScoutGirls: @verbally_abrupt bitch where u been"" Around the world and back. Where you been?"
1.0,I be waking up on some new shit like fuck that bitch shit
0.0,@IamSaintBryan they call me yellow bone
1.0,@EzraxDavis you want my pussy so bad
0.0,"@AndrewTaran That's a nice color combo too, love the blue and yellow."
0.0,@Paulyy2 nah some honkey lookin dude at chr
1.0,@ImToBlame bitch you opulent as fuck refrain from conversing upon matters of the middle class.
1.0,@vernon1488 town . At a movie with friends. I stabbed a nig 3 times and got sent to prison. Justice?
1.0,"""@Shun_stokes: &#128514;&#128514;&#128514;&#128514;RT @bluprint_4: Lmao! This bitch come scooting in the tent like she about to fuck some shit up!"" &#128557;&#128557;&#128557;"
1.0,@IamShady_ that's not even a real word! Must have hit a blunt and started making up shit with your nigger ass lol
1.0,"""We're out here, and we're queer!""
"" 2, 4, 6, hut! We like it in our butt!"""
1.0,"#TweetLikePontiacHolmes&#160;
I do the Pontiac sprinkler...

Nigga nigga nigga nigga spic spic spic spic nigga nigga nigga nigga"
0.0,"RT @Harryslaststand: On this #ArmisticeDay the cry ""Never Again"" is absent and mocks our pledge to #NeverForget the fallen from ancient an&#8230;"
1.0,#morningjoe prove him wrong righties! Liberals use facts cons use emotions to make decisions. Facts be damned should be the teabagger motto
1.0,@WhosJuly 1) He's a faggot and I don't like him. 2) I'm on the other side of the state.
1.0,"""@LaFlareGodJosh: Gucci Mane in jail and dropping mixtapes every month and you hoes can't even text back"""
0.0,"RT @SpenceLynn: Idk how people can just not have a job and stay at home all day watching tv, it was so boring for me to do it 2 days idk ho&#8230;"
0.0,I want a cowboy killer
1.0,@AutyAut_ bitch add me
1.0,@LadyVodkax keep them around so new bitches know they could be the next ex if they dont stay in line.
1.0,@JunDishes block or mute the cunt
0.0,RT @Sulerte26: BREAKING: Yankees acquire Lebron James in a 3 team deal per sources http://t.co/rSMi4p7o6u
1.0,@ClicquotSuave I would dead upper cut that bitch
0.0,@b1gsean21 lets just say hellen keller makes better brownies
0.0,RT @VUULibrary: It is Shakespeare's birthday. Take a look at some Shakespearean trash talk. http://t.co/JSy3UFfaIb
0.0,@NFLonFOX Random thought - If a bird crossing the path of a FG try were impacted by ball causing it to deflect off course. Re-kick or miss?
1.0,@KuntIMKeesh lmao...nigga talking like he bag bitches
1.0,"&#8220;@VishalDaGod: fuck a #WCW dats my bitch , not my crush&#8221;"
1.0,#firefighter is a job for white trash
0.0,First key club trash pick up with the freshman! #tbt http://t.co/rpLXlaylOJ
0.0,RT @chughes717: @TyZebruh trash cans are always demanding new music from the gawd Tyga
0.0,RT @reidk_97: Flappy bird is dusty
0.0,"First ""#tbt"" best and drunkest Yankees game ever #wheresColman #everclear http://t.co/pKnLCylu"
0.0,Brown is a color so my eyes are colored
0.0,RT @WOWFoodPics: Oreo Shake http://t.co/YE22nl8bsE
1.0,"&#8220;@schoolfession: ""This was hung in the boys bathroom..."" - St. Dominic http://t.co/OErALv45gI&#8221; @outlawdipper silly bitches."
0.0,Dafuq is floppy bird ?
0.0,RT @OTBVA: mook gon wi 3-0 but this battle is bad
0.0,"@alexnolan1990 @claddos @takutaneka @regankelly91 ill give you a tip, beware of the ugly birds who hide behind massive lensed sunnies!"
0.0,Baseball isn't the same without the Yankees in the playoffs &amp; basketball isn't the same without the Lakers in em.
0.0,Word to my bird! http://plixi.com/p/60040730
0.0,"RT @WillMcAvoyACN: An ad for the Haitian charity ""Water Is Life"" mocks people who use #FirstWorldProblems hashtag through juxtaposition. ..."
1.0,&#8220;@_Jamal___: these hoes ain't loyal&#8221; no they ain't
0.0,RT @musedbymusic: Thanks to @TonyJRodriguez I have learned way more than I ever wanted to know about birds...
0.0,The Bucs has 2 great uniforms and ruined them both for that trash smh
1.0,"""He married to a white woman... lucky sum-bitch"" - Uncle Ruckus"
1.0,@Italian_Montana im a boss ass bitch
1.0,100s 50s 20s yea I like my money in order bad Asian bitch yea she look just like Kemora
1.0,' August Alsina Deserved that &#1043323;&#1043323;&#1043358; My niggah .
1.0,Hate this dyke
0.0,"@SarahR_82 
Y'all gots to take da colored vacation. Kentucky fried chicken but only da white meat"
0.0,"It's a plane, it's a bird, nah it's just me doing laps around the dam. Lol"
1.0,@CheCha__ be gone my nigguh
0.0,"@hardball @Milbank Chris stop your angry bird spitting n Dana go hail ur racial tendicies, u didn't infor, carter rt n u never talk abt him"
0.0,Got chunky marmalade today of a greatful customer for my service over the past 2 yrs #PostieTweet #ServiceMatters http://t.co/pSEnGvyxrw
0.0,Wicked Oreo
0.0,Some Jihadi posted a bio of the #ISIS boss Mr Awad with excellent sociological info. Can't thank him/her enough for the gift.
0.0,"@GingerDemoness @RiotCast @weirdmedicine 
I wants to call bouts my vitaligro but I ain't sho if you a doctor fo da colored folk"
1.0,&#8220;@UnbearableTier_: I ate oomf pussy&#8221; @ her &#128064;&#128064;&#128064;&#128514;&#128514;
0.0,RT @Medz4u: &#8226;not all black girls are ghetto though
0.0,RT @NicksTape15: DeJ Loaf is trash. Pure trash.
0.0,"WIB plays next Fri (5-16-14)at the Silverdome Ballroom(21+) in Neillsville,WI with Charlie Parr &amp; Hobo Nephews of Uncle Frank! Tickets 15$"
1.0,"@JustFemaIe @CheatingAdvice 
Where the fuck were you this summer bitch?"
1.0,"""@TreLeKidd: Yo bitch is Gucci Mane RT @JabariTheGreat : My bitch a stoner &#128175;&#128175; http://t.co/lt9LIJjpg9""&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;"
0.0,"RT @sportswithjohn: Dani Alves uses his new gray hair to talk himself out of a yellow card, telling the referee, ""I am but a humble senior &#8230;"
0.0,"RT @ThomasKeneally: Obersturmfuhrer Matthias, my wife is a superb financial brian. Carry on with your labelling in her presence, and see ho&#8230;"
1.0,@44BINKO ima act like I hit that hoe then pass it like I was earlier
1.0,@caykelly16 @MadisonEarhart u guys are fags.
0.0,@peteyhoti that funky monkey
1.0,But atleast they let me know...ur a faggot if u keep those type of twitter secrets
0.0,"RT @ClerkofOxford: In Anglo-Saxon calendars, 7 November is considered the first day of winter - 'Winter's Day': http://t.co/IhrCkeCqdA http&#8230;"
0.0,Leave it 2 #teabaggers 2 whine about infrastructure when they r the ones who won't pay for it. Waiting on god to fix it? #morningjoe
0.0,@HBergHattie @snkscoyote I wonder if the progs didn't relegate young black men to the ghettos to keep them away from harry reid's friends...
1.0,"&#8220;@DJ_D_RAC: Fuck driving stick, it's gay as fuck&#8221; shit pussies say"
0.0,Early bird catches the worm &#128076;
0.0,"Mark Teixeira finally stepping up, HR and couple of BBs #Yankees"
0.0,"RT @LizardLickTowin: - @CMchatLIVE #CMchat why do U think its so hard for""hick hop""2get major air time on most stations #cmchat when it's w&#8230;"
1.0,&#128557;&#128557; &#8220;@_____AL: Y'all be tweakin wit that WCE shit. Ain't no way in hell u like that bitch every single day.&#8221;
1.0,@American_Pye bitch would rather fuck a poster? damn... thats cold.
0.0,@chucktodd @meetthepress he was walking &amp; 3 little birds pitch by his doorstep. Singing sweet songs of melodies pure &amp; true. Saying ...
1.0,&#128514;&#128514;&#128514;&#128514; RT @SMASHaVelli: Murda out here sucking bitches &#128514;&#128514;&#128514;&#128514; #howDhow?
0.0,RT @Yankees: SEE YA! @JacobyEllsbury gives the #Yankees a 4-3 lead in the 10th with a solo home run!
0.0,This being sick is for the birds.
0.0,"RT @Yankees: RECAP: In epic storybook ending, Derek Jeter closes his last game in Bronx with a #walkoff. http://t.co/Dl390SbteQ http://t.co&#8230;"
0.0,He's trash. &#8220;@jlojpg: @TRAPGURLRON he said he's not doing collabs for anything less than 10 mil naira like booyyyyyy &#128514;&#8221;
1.0,&#8220;@_BucketsMcnasty: Iz no point in being jealous cuz dee hoes for everybody #&#128175;&#128175;&#128175; #BucketsProverbs&#8221; http://t.co/HuH4hBKYwY
1.0,"""@thejudyann: annoying bitch that I love http://t.co/8oxlQvQBrC"" JUDYANN'S SO PRETTY!!!!!"
0.0,"RT @Iaughatmypain: My anaconda don't &#128581;
My anaconda don't &#9995;
My anaconda don't &#128683;

&#128079; Want 
&#128079; None 
&#128079; Unless 
&#128079; You 
&#128079; Got 

&#127838;&#127838;&#127838; Bunz &#127838;&#127838;&#127838;

&#128129;Hun"
0.0,Can I double stuff your Oreo?
0.0,Charlie and I!:) love that dog!!:) http://t.co/8AQXiYg6Ov
0.0,"PHILOSOPHY EXISTENTIALISM AND DEPTH and not trash pop

#MTVHottestLanaDelRey"
1.0,"3 things i cant stand while dealing with a bitch! 

A. HIT FEET
B. STANK ASS BREATH
C. SKANK ASS WAYS"
0.0,"RT @LynchieWCVB: Big night at WCVB. Martha Coakley-Charlie Baker debate here at 7, Bruins-Minnesota WIld, World Series Game #6."
0.0,RT @SenorSteez: This whole week was trash
1.0,&#8220;@noLove_moreLOUD: Wifey means The pussy good right now but you gotta go in 2 months.&#8221;basically
0.0,"Never seen a tinted yellow tongue before. 

She just ate a lemon jolly rancher?"
0.0,@AutyAut_ I miss you!!! *Eating as we speak* I miss you red bone and that cooking &#128553;&#128553;&#128553;&#128525;&#128525;&#128525;&#128542;!!
1.0,@ApevonTarskin WHAT? Smdh another bitch
0.0,RT @BenTateRB: This is crazy no RB picked yet. A RB won ROY! 2yrs ago RB was MVP. Ppl 4get how important our position is. This is insane ho&#8230;
0.0,colored denim makes me puke
0.0,A random am scroll lands me here...RT @HarryRelloFonte Charlie horses durin sex just simply means you didn't drink enough water that day
0.0,"@spence1reed_ bro , i heard slaughter songs .. they all trash .. they just freestylers"
1.0,@Angllee2500 ain't nobody offending u fuckin peckerwoods I despise of a no good white ungrateful honkey
1.0,"@GossipCop the coon, n coon wanna b got what they should have, except should have been more time in jail"
0.0,"Sweet baby birds, you crack me up. ~~ Houston Foodlovers http://t.co/2Idh4BatO1"
1.0,&#8220;@JustKarahn: &#8220;@what_iDO: Y though http://t.co/hg6OO3X3o6&#8221; really hoe? really?&#8221; U the dummy taking a pic
1.0,"Look at this coon ass nigga here..... Standing on a damn toilet, looking around for his manhood...&#8230; http://t.co/3WyPsnRLu3"
0.0,Rotherdam #RapeJihad coverup: young girls sacrificed on altar of political correctness in favor pf paki pedo gangs http://t.co/RDgyG6GURv
1.0,@L20music @SALUTEmyRainbow @iHeartMe_LOTS ; My ass just won't be on that hoe!
1.0,&#8220;@daaamian_69: &#8220;@tankGonzalez: Stop being such a bitch&#8221;&#8221;
1.0,&#128034; dirty whore. I love you. but you a hoe. but I love you. Jesus is watching.
1.0,"""@splurgb_: Nothin in life is free.. Some of you bitches need to write that on ya panties""&#128557;&#128514;"
1.0,#tbt to when i used to be good at rapping...now ima bitch &#128542;&#128299; http://t.co/6RV4jiJpRD
0.0,"@lloyd7121 @jjauthor @petermickley 
Approximately 1/2 in one crash. There wasn't supposed to be that many members of a seal team on one bird"
0.0,It's a matter of pure weight ratios... A five ounce bird can not carry a one pound coconut!
1.0,&#8220;@eternalhbic: &#8220;@HalfJewish: Stills get no pussy** http://t.co/6uOWecbUQO&#8221; he's jus being rational&#8221; a fag
1.0,@BlakkHoodie_562 fosho my niggah il be over there just been real busy lately
1.0,"""@PRAYINGFORHEAD: &#8220;@macklemroe: Stop bringing weird niggers into my mentions! @PRAYINGFORHEAD&#8221; http://t.co/cussDJesRK"""
0.0,"I uploaded a @YouTube video http://t.co/JHUuZpgr UPDATE ON UGANDA ANTI-GAY BILL: Freemasonry, Anglo-American Influence, and"
1.0,"@Growword no, that nigga goin to work. Quit tryin to kill a nigga's vibe you broke bitch"
1.0,"*Bows down* ""Yes bitchmaster bitch"""
0.0,@ChaldeanCutie really? @RileyAintShit @KILLSheredon @CHILDISHCUDl are my nudes trash?
1.0,@BobbyBotsods @MrMooncricket @FuckTheMallcops @UncleUnco no u eat it inbred trailer trash.
0.0,@MahNameIsJared be my guest. I want to be a bird I think
0.0,"Perhaps I'm not a ""diehard"" Yankee fan, but there's no more point in watching this debacle #Yankees #Tigers #MLB So what else is on? LOL"
0.0,"Not sure why #teabaggers would care about Nelson Mandela, being that he's one of 'them' if you know what I mean. #teaparty #tcot"
0.0,Charlie Clips vs Yung Ill review http://t.co/TwHJ0w1QJQ
0.0,@Yankees probably time to put this twitter feed to bed #nyy
1.0,"""And bitch you must be lost"" &#128514;&#128514;"
1.0,Fucking gook
1.0,&#128095;&#128095;&#128095;&#128095; got ur bitch tip toeing on my marble floors.......
0.0,RT @TideRecruits101: It's ok to trash talk....but I haven't seen any Bama fans wishing harm or injury towards LSU players.
0.0,Charles Tillmans' eyes are more yellow than corn
0.0,RT @TM__7: &#128514;&#128514;&#128514;&#128514;&#128514;&#128513;&#128513;&#128513;&#128513;&#128588;&#128588; RT @Lizzs_Lockeroom: Watching a bird poop on your car after you just got it washed http://t.co/k6AiIVU6Ph
1.0,I hate all these industry fags. I hope they all get the Nigerian Summer Flu
0.0,@AB_crispyy_andy I laugh Oreos and lady gaga on a Sunday day
1.0,@Chykalet naw u just retarded kinfolk lol
0.0,&#128514;&#128514; mike calls me t-bird @mikemastroccco
1.0,@DanLukas12 gotta keep your bitch in check
1.0,@Honey_GotBunns bitch you know you won't this &#128526;&#128131;&#128588;&#128514;
0.0,Watched some crows eat a sandwich
1.0,&#8220;@MILF_chronicles: Dudes shaving without it being for an athletic purpose is gay af&#8221; you're retarded.
0.0,One man's trash is another's Transformer &#8594; http://t.co/lpYNVqWXXx
1.0,I can't fuck a scary hoe.
1.0,@IIDeAIID @JQuiiin So many bitches you gon need to change ya name from Jebidiah to Bitches.
1.0,@CapoDaAssHole @Alejandro_Bihhh me either but if the bitch like put on that Beyonc&#233; nigga ain't gone hesitate
1.0,I'm already tired and mr stupid af decides to show us a video on trigonometric notions so um yeah I just wanted to say you're a hoe
1.0,Lmao Lebron's expression says it all RT &#8220;@InkMyHoleBody: This nigga is a fuckin faggot https://t.co/GSGhiZMdmW&#8221;
1.0,&#8220;@kissme_faith: This bitch comes right in &amp; gets tooo comfortable http://t.co/u9Duc84iwS&#8221;&#128563;&#128551; I never saw this yo my gut all out I hate u&#128514;&#128514;
1.0,&#8220;@TwittahCween: Always tryna degrade girls&amp;shit &#128530; when really..pussy&amp;ass is almost all yall think about so shuuutt iittt .&#8221; Sometimes
1.0,"""Virgin pussy "" () "" , regular pussy "" ( ) "" , Oomf pussy (_________________________)"
0.0,Mann are first game is 3 weeks from now can't wait - once a redskin always a redskin -
1.0,&#8220;@tufflove1: show a lotta love to my sisters tho but these bitches so predictable.&#8221; Im in trouble
1.0,"@LadyVodkax bare it bitch.
See what I did there"
0.0,@McLaffyTaffy Reason #2 I didn't order a shirt: Taffy will know where I live and he would probably find me and stab me.
1.0,"@COK3COKE Now, mfa don't wanna spend a dime wit em. Prolly out here yelling money over bitches."
0.0,@keishagreyxxx that's the beauty of them brownies I always daydream about what I'd do if I hit the powerball lol (nerdy but fun)
1.0,Know why the ultimate warrior died? God LOVES fag #toosoon ? He was an anti-gay crusader so a little light jokes are necessary
1.0,"""@HaloTGMG: @1stName_Bravo nigga you know we hacky sack hoes."" ...nah, I throw no look passes lmao"
1.0,"@BarackObama glad you brought that kid home, but he fucked up and should face the UCMJ. don't care about Taliban pussies really."
0.0,@NipseyHussle nip Im tryna buy a copy of #Crenshaw!! But your http://t.co/DBLbyvX0pL website is down.. Let me know something!
0.0,I confess. I'm autistic or something. I thought #Aerosmith #DreamOn was #LedZeppelin until like yesterday....... #retarded
0.0,"Baked Montreal chicken, cheesy brussels sprouts, garlic butter triple cheddar &amp; chives yellow mashed&#8230; http://t.co/XsGW1kSqCW"
1.0,"""Don't worry about the nigga you see, worry about the nigga you DON'T see... Dat's da nigga fuckin yo bitch."""
0.0,@zhandlen I love WHITE NOISE and love Delillo. I&#8217;ve resisted reading HOUSE OF LEAVES for years. It mocks me on my shelf.
1.0,@EaTMyTweetZz Huh? I been with Verizon for 4 years bitch.
0.0,"So my daughter seen Charlie Villanueva... Questions on 1,000 &#128514;&#128514;&#128514;&#128514;"
0.0,&#8220;@Yattabing Cavs trash.. Heat trash.. Smh&#8221;pat gotta make trades
1.0,"@7aidualc9 u said ""@ me hoe"" &#128514;&#128514;&#128514; so I did..."
